name,brand,barcode,proteins,carbohydrates,fats,energy,saturated_fats,trans_fats,monounsaturated_fats,polyunsaturated_fats,omega3,omega6,sugars,salt,dietary_fiber,cholesterol,caffeine_milli,vitamin_a,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7_micro,vitamin_b9,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,vitamin_k_micro,manganese,magnesium,potassium,calcium,copper,zinc,sodium,iron,phosphorus,selenium,iodine,package_weight,serving_weight
Bacalhau salgado refogado,,,24,1.2,3.6,140,0.9,0.04,1.1,1.2,0.15,1.08001,,,,0.112,,1e-11,3e-05,5e-05,0.00517,,1e-08,,,,1e-08,,,,1e-08,0.015,0.05,0.059,4e-05,0.0006,1.256,0.0002,0.051,,,,
Cação posta com farinha de trigo frita,,,25,3.1,10,208,1.5,,2.2,5.2,0.57,4.64,,,0.5,0.075,,1.7e-05,1e-08,1e-08,0.00077,,1e-08,,,,,,,,6e-05,0.026,0.42,0.03,1e-08,0.0006,0.16,0.001,0.462,,,,
Cação posta cozida,,,25.6,0,0.7,116,0.2,,0.1,0.2,0.14,0.03001,,,,0.083,,1.2e-05,1e-08,4e-05,0.00977,,1e-08,,,,,,,,1e-08,0.021,0.249,0.01,3e-05,0.0006,0.115,0.0003,0.204,,,,
Cação posta crua,,,17.9,0,0.8,83,0.1,,0.1,0.2,0.14,0.02001,,,,0.036,,6e-06,4e-05,1e-08,0.00131,,1e-08,,,,,,,,4e-05,0.019,0.299,0.009,0.00013,0.0003,0.176,0.0002,0.181,,,,
Camarão Rio Grande grande cozido,,,19,0,1,90,0.4,0.01,0.2,0.2,0.18001,0.07,,,,0.241,,1e-11,1e-08,1e-08,0.00107,,1e-08,,,,,,,,6e-05,0.019,0.102,0.09,0.00017,0.0012,0.367,0.0013,0.266,,,,
Camarão Rio Grande grande cru,,,10,0,0.5,47,0.1,1e-05,0.1,0.2,0.09001,0.04,,,,0.124,,2e-05,1e-08,1e-08,1e-08,,1e-08,,,,,,,,4e-05,0.027,0.072,0.051,0.00011,0.0007,0.201,0.0007,0.234,,,,
Camarão Sete Barbas sem cabeça com casca frito,,,18.4,2.9,15.6,231,2.5,,3.6,8.8,1,7.81,,,,0.283,,1e-11,5e-05,1e-08,0.00035,,1e-08,,,,,,,,0.00038,0.074,0.107,0.96,0.00019,0.0011,0.099,0.0024,0.337,,,,
Caranguejo cozido,,,18.5,0,0.4,83,0.2,,0.2,1e-05,1e-05,0.03,,,,0.085,,1e-11,4e-05,0.00031,0.00417,,1e-08,,,,1e-08,,,,7e-05,0.052,0.186,0.357,0.00072,0.0057,0.36,0.0029,0.154,,,,
Corimba cru,,,17.4,0,6,128,2.5,0.04,2.3,0.3,0.2,0.12,,,,0.04,,1e-11,1e-08,1e-08,0.00187,,1e-08,,,,,,,,2e-05,0.023,0.317,0.04,3e-05,0.0004,0.047,0.0005,0.19,,,,
Corimbatá assado,,,19.9,0,19.6,261,4.8,,6.4,2.6,1.6,0.59,,,,0.08,,1e-11,0.00013,6e-05,0.0027,,1e-08,,,,,,,,1e-05,0.024,0.326,0.022,3e-05,0.0007,0.04,0.001,0.221,,,,
Corimbatá cozido,,,20.1,0,16.9,239,4.5,,6.5,2.3,1.71,0.37,,,,0.075,,1e-11,1e-08,1e-08,0.00209,,1e-08,,,,,,,,2e-05,0.023,0.254,0.065,5e-05,0.001,0.037,0.0006,0.185,,,,
Corvina de água doce crua,,,18.9,0,2.2,101,1.2,0.01,0.7,0.1,0.04002,0.06,,,,0.073,,8e-06,1e-08,8e-05,,,1e-08,,,,,,,,2e-05,0.025,0.293,0.039,2e-05,0.0004,0.045,0.0003,0.154,,,,
Corvina do mar crua,,,18.6,0,1.6,94,0.7,0.01,0.5,0.1,0.12,0.03,,,,0.067,,6.5e-05,0.00012,5e-05,0.00262,,1e-08,,,,,,,,1e-05,0.024,0.339,,3e-05,0.0004,0.068,0.0004,0.183,,,,
Corvina grande assada,,,26.8,0,3.6,147,1.5,0.02,1.2,0.3,0.14,0.07,,,,0.117,,1e-11,0.00011,0.0001,0.00423,,1e-08,,,,,,,,3e-05,0.024,0.291,0.06,2e-05,0.0007,0.085,0.0005,0.176,,,,
Corvina grande cozida,,,23.4,0,2.6,100,0.7,0.01,0.6,0.6,0.48,0.11,,,,0.123,,6e-06,1e-08,3e-05,0.00077,,1e-08,,,,,,,,2e-05,0.022,0.194,0.069,3e-05,0.0007,0.068,0.0006,0.164,,,,
Dourada de água doce fresca,,,18.8,0,5.6,131,3,0.02,1.4,0.4,0.09,0.2,,,,0.052,,1e-11,1e-08,1e-08,0.0037,,1e-08,,,,,,,,1e-05,0.026,0.393,0.012,2e-05,0.0005,0.04,0.0002,0.189,,,,
Lambari congelado cru,,,16.8,0,6.5,131,2,0.01,2.2,1.2,0.54,0.7,,,,0.159,,4e-06,5e-05,1e-08,0.0033,,1e-08,,,,,,,,0.00028,0.045,0.244,1.181,9e-05,0.0033,0.048,0.0009,0.696,,,,
Lambari congelado frito,,,28.4,0,22.8,327,5.5,0.1,7,8.1,1.12,6.77,,,,0.246,,9e-06,0.00025,3e-05,0.00893,,4e-05,,,,,,,,0.00034,0.066,0.331,1.881,0.00031,0.0056,0.065,0.0008,1.067,,,,
Lambari fresco cru,,,15.7,0,9.4,152,3.4,0.1,3.3,1.1,0.27,0.69,,,,0.144,,1e-11,1e-08,3e-05,0.00186,,7e-05,,,,,,,,0.00041,0.032,0.207,0.59,5e-05,0.0024,0.041,0.0006,0.441,,,,
Manjuba com farinha de trigo frita,,,23.5,10.2,22.6,344,5.5,0.04,5.4,10.4,2.61,7.62,,,0.4,0.282,,3e-05,5e-05,7e-05,0.00079,,1e-08,,,,,,,,0.00036,0.047,0.319,0.763,0.00015,0.0038,0.037,0.003,0.578,,,,
Manjuba frita,,,30.1,0,24.5,349,5.3,,6,11.7,2.49,9,,,,0.27,,1.2e-05,3e-05,3e-05,0.00727,,1e-08,,,,,,,,0.00021,0.032,0.318,0.575,0.00014,0.0032,0.041,0.0009,0.735,,,,
Filé de Merluza assado,,,26.6,0,0.9,122,0.2,,0.1,0.3,0.26001,0.04,,,,0.091,,1e-11,5e-05,1e-08,0.00797,,1e-08,,,,,,,,3e-05,0.02,0.364,0.036,3e-05,0.0009,0.12,0.0004,0.273,,,,
Filé de Merluza cru,,,16.6,0,2,89,0.9,,0.5,0.4,0.21,0.05,,,,0.057,,1e-11,1e-08,1e-08,0.00134,,1e-08,,,,,,,,1e-05,0.027,0.34,0.02,1e-08,0.0003,0.08,0.0002,0.185,,,,
Filé de Merluza frito,,,26.9,0,8.5,192,1.4,,2.1,4.3,1.15001,3.07,,,,0.109,,1e-11,5e-05,1e-08,0.00077,,1e-08,,,,,,,,2e-05,0.038,0.447,0.036,3e-05,0.0006,0.09,0.0004,0.279,,,,
Pescada branca crua,,,16.3,0,4.6,111,0.8,0.01,2.4,0.9,0.79,0.09,,,,0.051,,3e-06,1e-08,4e-05,0.0006,,1e-08,,,,,,,,1e-05,0.019,0.261,0.016,1e-08,0.0003,0.076,0.0002,0.136,,,,
Pescada branca frita,,,27.4,0,11.8,223,2.3,0.07,3.2,5.2,0.9,4.23,,,,0.165,,3.9e-05,8e-05,0.00011,0.00807,,1e-08,,,,,,,,6e-05,0.03,0.355,0.378,8e-05,0.0011,0.107,0.0005,0.504,,,,
Filé de Pescada com farinha de trigo frito,,,21.4,5,19.1,283,2.2,,4.4,9.1,1.59,6.68,,,1e-05,0.073,,1.8e-05,1e-08,3e-05,0.0006,,1e-08,,,,,,,,7e-05,0.028,0.216,0.026,3e-05,0.0004,0.091,0.0009,0.216,,,,
Filé de Pescada cru,,,16.7,0,4,107,0.9,0.01,2.3,0.3,0.27,0.05,,,,0.065,,4.8e-05,1e-08,5e-05,0.0031,,1e-08,,,,,,,,1e-05,0.023,0.253,0.014,1e-08,0.0003,0.077,0.0002,0.141,,,,
Filé de Pescada frito,,,28.6,0,3.6,154,1,0.03,1.1,1.2,0.22,0.89,,,,0.081,,4e-06,0.00014,1e-08,0.00887,,1e-08,,,,,,,,1e-08,0.021,0.249,0.01,3e-05,0.0006,0.115,0.0003,0.204,,,,
Filé de Pescada molho escabeche,,,11.8,5,8,142,1.3,,2.9,4.3,0.56,3.75,,,0.8,0.043,,1.9e-05,1e-08,3e-05,0.0011,,1e-08,,,,0.0069,,,,8e-05,0.018,0.208,0.02,0.00036,0.0003,0.051,0.0015,0.105,,,,
Pescadinha crua,,,15.5,0,1.1,76,0.3,,0.2,0.4,0.34,0.02,,,,0.084,,1e-11,8e-05,1e-08,0.0066,,1e-08,,,,,,,,7e-05,0.034,0.304,0.332,0.0001,0.0006,0.12,0.0005,0.327,,,,
Pintado assado,,,36.5,0,4,192,1.8,0.01001,1.3,0.3,0.09,0.16,,,,0.126,,7e-06,3e-05,1e-08,0.00663,,1e-08,,,,,,,,8e-05,0.042,0.527,0.114,4e-05,0.0021,0.081,0.0008,0.332,,,,
Pintado cru,,,18.6,0,1.3,91,0.6,1e-05,0.4,0.1,0.05,0.03,,,,0.05,,1e-11,1e-08,1e-08,0.00495,,1e-08,,,,,,,,1e-05,0.024,0.294,0.012,3e-05,0.0004,0.043,0.0002,0.174,,,,
Pintado grelhado,,,30.8,0,2.3,152,1.1,2e-05,0.7,0.2,0.03002,0.11,,,,0.099,,5e-06,3e-05,1e-08,0.00287,,1e-08,,,,,,,,3e-05,0.027,0.36,0.069,4e-05,0.0008,0.053,0.0005,0.237,,,,
Porquinho cru,,,20.5,0,0.6,93,0.4,1e-05,0.1,1e-05,3e-05,0.02001,,,,0.049,,5e-06,1e-08,1e-08,0.00119,,1e-08,,,,,,,,5e-05,0.024,0.313,0.026,4e-05,0.0007,0.067,0.0004,0.207,,,,
Filé de Salmão com pele fresco grelhado,,,23.9,0,14,229,3.1,,4.4,7,3.42,3.08,,,,0.085,,1e-11,0.00013,6e-05,0.00535,,1e-08,,,,,,,,2e-05,0.028,0.384,0.029,4e-05,0.0006,0.085,0.0005,0.3,,,,
Salmão sem pele fresco cru,,,19.3,0,9.7,170,2.5,,2.9,3.1,1.14,1.77,,,,0.053,,1e-11,0.0002,3e-05,0.00321,,1e-08,,,,,,,,1e-08,0.027,0.376,0.009,2e-05,0.0003,0.064,0.0002,0.259,,,,
Salmão sem pele fresco grelhado,,,26.1,0,14.5,243,3.6,0.02,4.1,5,2.16,2.5,,,,0.073,,1e-11,0.00023,3e-05,0.0063,,1e-08,,,,,,,,1e-05,0.038,0.518,0.015,4e-05,0.0005,0.096,0.0004,0.352,,,,
Sardinha assada,,,32.2,0,3,164,1.7,,0.5,0.3,0.25001,0.06,,,,0.109,,1e-11,6e-05,1e-08,0.00583,,1e-08,,,,,,,,0.00024,0.051,0.574,0.438,0.00014,0.0018,0.074,0.0013,0.578,,,,
Sardinha conserva em óleo,,,15.9,0,24,285,4.1,0.07,5.5,11.9,1.95,9.87,,,,0.073,,1e-11,0.00042,4e-05,0.00655,,1e-08,,,,,,,,0.00011,0.035,0.367,0.55,3e-05,0.0016,0.666,0.0035,0.496,,,,
Sardinha frita,,,33.4,0,12.7,257,2.6,0.09,3.1,6.1,0.89,5.16,,,,0.103,,1e-11,6e-05,1e-08,0.0071,,1e-08,,,,,,,,0.00025,0.039,0.46,0.482,0.00014,0.0016,0.06,0.0011,0.629,,,,
Sardinha inteira crua,,,21.1,0,2.7,114,1.7,1e-05,0.5,0.2,0.11001,0.04,,,,0.061,,1e-11,1e-08,7e-05,0.0077,,1e-08,,,,,,,,0.0001,0.029,0.312,0.167,0.00013,0.0013,0.06,0.0013,0.294,,,,
Filé de Tucunaré congelado cru,,,18,0,1.2,88,0.6,0.01001,0.4,0.4,0.16,0.19,,,,0.047,,1e-11,1e-08,5e-05,0.0009,,1e-08,,,,,,,,1e-05,0.026,0.288,0.019,0.0001,0.0004,0.057,0.0003,0.168,,,,
Apresuntado,,,13.5,2.9,6.7,129,1.9,,2.6,1.1,0.04,1,,,,0.038,,1e-11,0.00062,4e-05,0.0007,,1e-08,,,,1e-08,,,,4e-05,0.015,0.27,0.023,3e-05,0.0016,0.943,0.0009,0.225,,,,
Caldo de carne tablete,,,7.8,15.1,16.6,241,7.8,5.42,2.5,0.1,,0.13,,,0.6,1e-08,,1e-11,0.0007,7e-05,1e-08,,0.00027,,,,,,,,2e-05,0.022,0.218,0.129,1e-08,1e-08,22.18,1e-08,0.123,,,,
Caldo de galinha tablete,,,6.3,10.6,20.4,251,9.4,6.3,3.2,0.2,,0.25,,,11.8,0.002,,1e-11,5e-05,4e-05,,,1e-08,,,,,,,,0.00013,0.013,0.068,0.016,1e-08,0.0003,22.3,0.0007,0.048,,,,
Acém bovino moído cozido,,,26.7,0,10.9,212,4.8,0.24,4.6,0.3,0.02,0.24,,,,0.103,,1e-11,1e-08,0.00032,0.00176,,1e-08,,,,,,,,1e-05,0.017,0.256,0.004,6e-05,0.0081,0.052,0.0027,0.164,,,,
Acém bovino moído cru,,,19.4,0,5.9,137,2.7,0.1,2.4,0.1,0.01,0.13,,,,0.058,,2e-06,0.00015,0.00021,0.00433,,3e-05,,,,,,,,1e-08,0.014,0.237,0.003,8e-05,0.0063,0.049,0.0018,0.158,,,,
Acém bovino sem gordura cozido,,,27.3,0,10.9,215,5.5,0.3,3.7,0.3,0.03,0.23,,,,0.107,,1e-11,1e-08,4e-05,0.00163,,7e-05,,,,,,,,1e-08,0.014,0.254,0.007,7e-05,0.008,0.056,0.0024,0.164,,,,
Acém bovino sem gordura cru,,,20.8,0,6.1,144,2.8,0.19,2.3,0.2,0.03,0.16,,,,0.053,,2e-06,0.00012,0.00012,0.00233,,1e-08,,,,,,,,1e-08,0.013,0.234,0.005,4e-05,0.0052,0.05,0.0015,0.144,,,,
Almôndegas bovinas cruas,,,12.3,9.8,11.2,189,3.9,0.36,3.5,0.9,0.09,0.83,,,,0.034,,1e-11,0.00011,4e-05,0.0022,,1e-08,,,,,,,,0.00017,0.024,0.328,0.022,0.00015,0.0023,0.621,0.0016,0.145,,,,
Almôndegas bovinas fritas,,,18.2,14.3,15.8,272,4.2,0.22,5,5.5,0.52,4.92,,,,0.036,,1e-11,0.00013,7e-05,0.0066,,1e-08,,,,,,,,0.00041,0.048,0.536,0.027,0.00019,0.0026,1.03,0.0019,0.244,,,,
Bucho bovino cozido,,,21.6,0,4.5,133,2.4,0.14,1.4,0.1,0.01,0.08,,,,0.245,,1e-11,1e-08,1e-08,0.00218,,1e-08,,,,,,,,1e-05,0.007,0.07,0.013,5e-05,0.0025,0.038,0.0006,0.063,,,,
Bucho bovino cru,,,20.5,0,5.5,137,3.3,0.08,1.4,0.1,0.01,0.1,,,,0.145,,1e-11,1e-08,1e-08,0.00213,,1e-08,,,,,,,,1e-05,0.006,0.085,0.009,6e-05,0.0021,0.045,0.0005,0.061,,,,
Capa de contra-filé bovino com gordura crua,,,19.2,0,15,217,6.9,0.31,6.2,0.1,,0.15,,,,0.063,,4e-06,9e-05,9e-05,0.00155,,0.00012,,,,,,,,1e-05,0.017,0.267,0.006,6e-05,0.0035,0.058,0.0015,0.144,,,,
Capa de contra-filé bovino com gordura grelhada,,,30.7,0,20,312,8.8,0.3,8.7,0.3,0.02,0.26,,,,0.12,,1e-11,1e-08,6e-05,0.00174,,1e-08,,,,,,,,1e-08,0.018,0.323,0.007,0.00013,0.0062,0.081,0.0026,0.214,,,,
Capa de contra-filé bovino sem gordura crua,,,21.5,0,4.3,131,1.9,0.06001,1.9,0.1,1e-05,0.08,,,,0.058,,1e-11,1e-08,4e-05,0.00181,,1e-08,,,,,,,,1e-08,0.02,0.325,0.006,6e-05,0.0046,0.079,0.002,0.178,,,,
Capa de contra-filé bovino sem gordura grelhada,,,35.1,0,10,239,4.3,0.15,4.3,0.2,0.04,0.2,,,,0.08,,1e-11,3e-05,8e-05,0.00186,,1e-08,,,,,,,,1e-05,0.026,0.385,0.009,0.00012,0.0076,0.083,0.0028,0.287,,,,
Charque bovino cozido,,,36.4,0,11.9,263,4.8,0.4,5.4,0.4,0.11,0.25,,,,0.113,,1e-11,5e-05,7e-05,0.0015,,1e-08,,,,,,,,2e-05,0.013,0.09,0.015,7e-05,0.0061,1.443,0.0035,0.101,,,,
Charque bovino cru,,,22.7,0,16.8,249,8.7,0.8,6.6,0.2,,0.16,,,,0.081,,1e-11,0.00012,7e-05,0.00163,,1e-08,,,,,,,,1e-08,0.013,0.236,0.015,3e-05,0.0039,5.875,0.0015,0.122,,,,
Contra-filé bovino à milanesa,,,20.6,12.2,24,352,7.2,0.36,8.1,6.9,0.63,6.27,,,0.4,0.099,,1.5e-05,7e-05,4e-05,0.00302,,1e-08,,,,,,,,0.00027,0.027,0.271,0.015,0.0001,0.0029,0.077,0.0029,0.203,,,,
Contra-filé de costela bovino cru,,,19.8,0,13.1,202,6.7,0.25,4.6,0.1,,0.13,,,,0.052,,3e-06,0.00014,8e-05,0.00268,,1e-08,,,,,,,,1e-08,0.014,0.245,0.003,4e-05,0.0044,0.039,0.0016,0.164,,,,
Contra-filé de costela bovino grelhado,,,29.9,0,16.3,275,8.8,0.25,5.6,0.2,0.03,0.19,,,,0.098,,1e-11,1e-08,0.00019,0.00275,,0.00017,,,,,,,,1e-05,0.024,0.383,0.004,8e-05,0.0067,0.051,0.0028,0.252,,,,
Contra-filé bovino com gordura cru,,,21.2,0,12.8,206,5.6,0.19,5.5,0.2,0.05,0.17,,,,0.073,,4e-06,0.00011,8e-05,0.00379,,3e-05,,,,,,,,1e-05,0.018,0.285,0.004,4e-05,0.0028,0.044,0.0013,0.164,,,,
Contra-filé bovino com gordura grelhado,,,32.4,0,15.5,278,7.4,0.2,6.3,0.2,0.03,0.15,,,,0.144,,1e-11,1e-08,0.00018,0.00491,,0.00013,,,,,,,,1e-08,0.019,0.352,0.004,9e-05,0.0048,0.057,0.0024,0.219,,,,
Contra-filé bovino sem gordura cru,,,24,0,6,157,2.7,0.09,2.6,0.1,0.01,0.11,,,,0.059,,1e-11,1e-08,0.0002,0.00464,,1e-08,,,,,,,,1e-08,0.021,0.335,0.004,5e-05,0.0032,0.053,0.0017,0.184,,,,
Contra-filé bovino sem gordura grelhado,,,35.9,0,4.5,194,2,0.04,1.9,0.1,0.01,0.08,,,,0.102,,1e-11,1e-08,0.00017,0.00493,,0.00016,,,,,,,,1e-08,0.021,0.386,0.005,9e-05,0.0051,0.058,0.0024,0.241,,,,
Costela bovino assada,,,28.8,0,27.7,373,11.8,0.86,12.1,0.3,0.15,0.16,,,,0.095,,1e-11,1e-08,8e-05,0.00056,,0.00035,,,,,,,,1e-08,0.02,0.27,0.028,8e-05,0.0055,0.092,0.0022,0.179,,,,
Costela bovino crua,,,16.7,0,31.8,358,14.9,0.91,12.7,0.3,0.12,0.15,,,,0.044,,5e-06,0.00012,0.00011,0.00599,,1e-08,,,,,,,,1e-08,0.012,0.151,,1e-08,0.0027,0.07,0.0012,0.13,,,,
Coxão duro bovino sem gordura cozido,,,31.9,0,8.9,217,3.5,0.24,4.1,0.2,0.02,0.13,,,,0.071,,2e-06,1e-08,1e-08,0.00326,,1e-08,,,,,,,,1e-08,0.014,0.252,0.004,7e-05,0.005,0.041,0.0017,0.189,,,,
Coxão duro bovino sem gordura cru,,,21.5,0,6.2,148,2.9,0.14,2.4,0.1,0.01,0.06,,,,0.06,,2e-06,0.00012,0.0002,0.00438,,1e-08,,,,,,,,1e-08,0.021,0.358,0.003,5e-05,0.0028,0.049,0.0019,0.189,,,,
Coxão mole bovino sem gordura cozido,,,32.4,0,8.9,219,4.3,0.2,3.4,0.2,0.01,0.16,,,,0.084,,2e-06,1e-08,1e-08,0.00409,,1e-08,,,,,,,,1e-08,0.013,0.239,0.004,0.00011,0.0047,0.044,0.0026,0.183,,,,
Coxão mole bovino sem gordura cru,,,21.2,0,8.7,169,3.9,0.14,3.7,0.1,0.01,0.09,,,,0.084,,3e-06,0.00012,0.00019,0.00232,,1e-08,,,,,,,,1e-08,0.021,0.335,0.003,5e-05,0.0026,0.061,0.0019,0.175,,,,
Cupim bovino assado,,,28.6,0,23,330,5.5,0.23,5.4,0.2,0.03,0.18,,,,0.091,,1e-11,1e-08,8e-05,0.00216,,0.00014,,,,,,,,1e-08,0.018,0.321,0.008,8e-05,0.0053,0.072,0.0027,0.212,,,,
Cupim bovino cru,,,19.5,0,15.3,221,6.8,0.33,6.4,0.2,0.06,0.15,,,,0.051,,3e-06,0.00011,5e-05,0.00333,,3e-05,,,,,,,,1e-08,0.013,0.151,0.004,3e-05,0.0024,0.047,0.0011,0.22,,,,
Fígado bovino cru,,,20.7,1.1,5.4,141,2.8,0.21,1.5,0.1,2e-05,0.05001,,,,0.393,,0.007937,0.00014,0.0009,0.01066,,1e-08,,,,,,,,0.00026,0.012,0.265,0.004,0.00901,0.0035,0.076,0.0056,0.334,,,,
Fígado bovino grelhado,,,29.9,4.2,9,225,4.7,0.11,2.2,1.1,0.37,0.68,,,,0.601,,0.014574,0.00021,0.00269,0.01192,,1e-08,,,,,,,,0.00022,0.01,0.309,0.006,0.01258,0.004,0.082,0.0058,0.42,,,,
Filé mingnon bovino sem gordura cru,,,21.6,0,5.6,143,2.9,0.11,1.9,0.2,0.03,0.14,,,,0.055,,4e-06,0.00012,0.0001,0.00178,,4e-05,,,,,,,,1e-05,0.021,0.322,0.003,8e-05,0.0028,0.049,0.0019,0.193,,,,
Filé mingnon bovino sem gordura grelhado,,,32.8,0,8.8,220,4.5,0.16,3.1,0.2,0.02,0.18,,,,0.103,,1e-11,3e-05,8e-05,0.00427,,5e-05,,,,,,,,2e-05,0.028,0.326,0.004,0.00014,0.0041,0.058,0.0029,0.308,,,,
Flanco bovino sem gordura cozido,,,29.4,0,7.8,196,3.9,0.16,2.8,0.1,0.01,0.08,,,,0.062,,2e-06,1e-08,1e-08,0.00232,,1e-08,,,,,,,,1e-08,0.014,0.249,0.004,7e-05,0.0056,0.042,0.0028,0.181,,,,
Flanco bovino sem gordura cru,,,20,0,6.2,141,3.1,0.13,2.3,0.1,0.01,0.08,,,,0.05,,2e-06,0.00011,0.00016,0.00328,,1e-08,,,,,,,,1e-08,0.018,0.324,0.003,5e-05,0.0045,0.054,0.0016,0.167,,,,
Fraldinha bovino com gordura cozida,,,24.2,0,26,338,12.1,0.55,10.4,0.5,0.12,0.34,,,,0.065,,1e-11,1e-08,5e-05,0.00161,,7e-05,,,,,,,,1e-08,0.014,0.207,0.003,7e-05,0.0065,0.039,0.002,0.161,,,,
Fraldinha bovino com gordura crua,,,17.6,0,16.1,221,7.3,0.43,6.5,0.3,0.09,0.17,,,,0.054,,5e-06,8e-05,7e-05,0.00356,,3e-05,,,,,,,,0,0.016,0.274,0.003,4e-05,0.0042,0.051,0.0015,0.131,,,,
Lagarto bovino cozido,,,32.9,0,9.1,222,3.9,0.22,4,0.2,0.02,0.13,,,,0.056,,3e-06,1e-08,1e-08,0.00255,,1e-08,,,,,,,,1e-08,0.013,0.254,0.004,5e-05,0.007,0.048,0.0019,0.167,,,,
Lagarto bovino cru,,,20.5,0,5.2,135,2.3,0.08001,2.3,0.1,0.01,0.06001,,,,0.056,,2e-06,0.0001,0.00014,0.00219,,3e-05,,,,,,,,1e-08,0.02,0.362,0.003,5e-05,0.0024,0.054,0.0013,0.185,,,,
Língua bovino cozida,,,21.4,0,24.8,315,11.2,0.43,10.3,0.5,0.09,0.45,,,,0.105,,1e-11,1e-08,8e-05,0.00183,,1e-08,,,,,,,,1e-05,0.012,0.175,0.006,8e-05,0.0041,0.059,0.0021,0.136,,,,
Língua bovino crua,,,17.1,0,15.8,215,6.8,0.3,6.8,0.3,0.05,0.27,,,,0.118,,1e-11,5e-05,4e-05,0.00118,,1e-08,,,,,,,,2e-05,0.015,0.251,0.005,9e-05,0.0029,0.073,0.0017,0.164,,,,
Maminha bovino crua,,,20.9,0,7,153,3.1,0.09,3.1,0.1,0.01,0.1,,,,0.051,,3e-06,0.00012,8e-05,0.00427,,3e-05,,,,,,,,1e-08,0.016,0.274,0.003,3e-05,0.0035,0.037,0.0011,0.181,,,,
Maminha bovino grelhada,,,30.7,0,2.4,153,9.7,0.48,7.7,0.2,0.04,0.21,,,,0.088,,1e-11,1e-08,4e-05,0.00146,,0.00013,,,,,,,,1e-08,0.021,0.386,0.004,8e-05,0.0056,0.058,0.0024,0.237,,,,
Miolo de alcatra bovino sem gordura cru,,,21.6,0,7.8,163,3.4,0.17,3.3,0.1,0.05,0.03,,,,0.06,,4e-06,0.00012,7e-05,0.00359,,1e-08,,,,,,,,1e-05,0.02,0.299,0.003,6e-05,0.003,0.043,0.002,0.165,,,,
Miolo de alcatra bovino sem gordura grelhado,,,31.9,0,11.6,241,5.1,0.22,4.9,0.3,0.05,0.2,,,,0.092,,1e-11,3e-05,5e-05,0.00466,,5e-05,,,,,,,,2e-05,0.026,0.385,0.005,0.00011,0.0048,0.052,0.0032,0.279,,,,
Músculo bovino sem gordura cozido,,,31.2,0,6.7,194,2.9,0.18,2.8,0.1,0.03,0.1,,,,0.056,,2e-06,1e-08,1e-08,0.00197,,1e-08,,,,,,,,1e-08,0.013,0.253,0.005,8e-05,0.0064,0.062,0.0024,0.176,,,,
Músculo bovino sem gordura cru,,,21.6,0,5.5,142,2.2,0.1,2.6,0.1,0.01,0.08,,,,0.051,,2e-06,9e-05,0.00019,0.00279,,4e-05,,,,,,,,1e-08,0.017,0.296,0.004,5e-05,0.0037,0.066,0.0019,0.162,,,,
Paleta bovino com gordura crua,,,21.4,0,7.5,159,3.5,0.21,2.9,0.2,0.01,0.13,,,,0.058,,1e-11,1e-08,4e-05,0.00091,,,,,,,,,,1e-08,0.014,0.25,0.004,8e-05,0.0037,0.065,0.0018,0.158,,,,
Paleta bovino sem gordura cozida,,,29.7,0,7.4,194,3.4,0.16,3,0.2,0.01,0.17,,,,0.056,,1e-11,3e-05,4e-05,0.00216,,1e-08,,,,,,,,1e-08,0.018,0.25,0.006,0.0001,0.0068,0.058,0.0022,0.197,,,,
Paleta bovino sem gordura crua,,,21,0,5.7,141,2.7,0.18,2.1,0.1,,0.12,,,,0.042,,3e-06,0.00013,0.00021,0.00267,,1e-08,,,,,,,,1e-08,0.018,0.319,0.004,5e-05,0.0033,0.066,0.0019,0.163,,,,
Patinho bovino sem gordura cru,,,21.7,0,4.5,133,2,0.08,1.9,0.2,0.02,0.13,,,,0.056,,2e-06,0.00011,8e-05,0.00361,,1e-08,,,,,,,,1e-05,0.02,0.318,0.003,5e-05,0.0045,0.049,0.0018,0.17,,,,
Patinho bovino sem gordura grelhado,,,35.9,0,7.3,219,3.1,0.12,3.1,0.3,0.07,0.22,,,,0.126,,1e-11,4e-05,3e-05,0.00301,,1e-08,,,,,,,,2e-05,0.027,0.421,0.005,0.00012,0.0081,0.06,0.003,0.289,,,,
Peito bovino sem gordura cozido,,,22.2,0,27,338,11.7,0.72,11.5,0.4,0.1,0.34,,,,0.1,,1e-11,1e-08,0.0003,0.00454,,1e-08,,,,,,,,1e-08,0.014,0.204,0.004,5e-05,0.0039,0.056,0.0016,0.136,,,,
Peito bovino sem gordura cru,,,17.6,0,20.4,259,8.2,0.58,9.2,0.5,0.15,0.28,,,,0.059,,4e-06,0.00011,7e-05,0.00391,,3e-05,,,,,,,,1e-08,0.015,0.241,0.004,6e-05,0.0026,0.064,0.0013,0.124,,,,
Picanha bovino com gordura crua,,,18.8,0,14.7,213,6.1,0.25,6.7,0.3,0.05,0.25,,,,0.06,,3e-06,0.00013,0.00016,0.00477,,1e-08,,,,,,,,1e-08,0.014,0.232,0.002,6e-05,0.0038,0.038,0.0017,0.165,,,,
